"species_code","score","start_offset_sec","end_offset_sec"
"rthhum",0.31677246,3,6
"whbnut",0.26660565,13,16
"orcori",0.99992216,50,53
"treswa",0.84351873,53,56
"amecro",0.32059717,58,61
"houfin",0.2790937,81,84
"amerob",0.29540092,143,146
"cangoo",0.9947521,144,147
"chispa",0.99432886,161,164
"rewbla",0.91032845,219,222
"amegfi",0.9882822,256,259
"swaspa",0.29122362,275,278
"balori",0.3395366,327,330
"cedwax",0.9829067,344,347
"houwre",0.8470943,359,362
"comrav",0.25876713,381,384
"dowwoo",0.6426404,409,412
"warvir",0.47658122,412,415
"robgro",0.30738983,444,447
"easblu",0.36115077,447,450
