"species_code","score","start_offset_sec","end_offset_sec"
"indbun",0.99972343,6,9
"norcar",0.9628504,16,19
"fiespa",0.99992865,38,41
"graspa",0.99989605,49,52
"boboli",0.7620703,99,102
"amerob",0.7028891,99,102
"comyel",0.99490166,106,109
"easmea",0.89639276,175,178
"yebcha",0.46405336,272,275
"carwre",0.26387677,307,310
"whtspa",0.33368912,340,343
"bkcchi",0.7487002,396,399
"easkin",0.88545465,406,409
"normoc",0.91854376,507,510
"eastow",0.3567194,514,517
"blugrb1",0.99970394,591,594
"rewbla",0.9988229,592,595
"houfin",0.29057822,650,653
"sonspa",0.9997281,696,699
"orcori",0.32416734,728,731
"dickci",0.29566228,759,762
"vesspa",0.5750818,761,764
