"species_code","score","start_offset_sec","end_offset_sec"
"normoc",0.9998637,0,3
"graspa",0.98149747,8,11
"fiespa",0.99960595,10,13
"norcar",0.8913486,18,21
"comyel",0.9021263,19,22
"yebcha",0.83925706,21,24
"whbnut",0.71219164,24,27
"houfin",0.45517415,24,27
"brnthr",0.8315803,32,35
"amegfi",0.9708918,42,45
"carwre",0.4920081,44,47
"grycat",0.996415,62,65
"amekes",0.36881432,64,67
"easmea",0.3298926,68,71
"rewbla",0.93004525,80,83
"reevir1",0.7270941,88,91
"whtspa",0.39600086,88,91
"chispa",0.9994218,92,95
"daejun",0.5374869,95,98
"purmar",0.3728731,97,100
"sonspa",0.95391095,105,108
"houspa",0.5462913,109,112
"indbun",0.9961729,110,113
"tuftit",0.27180558,111,114
"eawpew",0.57066095,116,119
"easpho",0.3328989,133,136
"amerob",0.41237992,134,137
