"species_code","score","start_offset_sec","end_offset_sec"
"carchi",0.9999628,4,7
"orcori",0.999438,18,21
"bkcchi",0.291304,59,62
"balori",0.63171554,73,76
"norfli",0.8540013,121,124
"grycat",0.27908924,121,124
"tuftit",0.91496956,132,135
"comgra",0.87580717,190,193
"rewbla",0.40880534,198,201
"warvir",0.9973588,199,202
"sonspa",0.6328674,242,245
"amecro",0.9830509,243,246
"cedwax",0.48110446,243,246
"eawpew",0.69441277,245,248
"moudov",0.948213,271,274
"amerob",0.35959402,283,286
"norcar",0.977549,298,301
"eursta",0.3952389,300,303
"sumtan",0.34589592,305,308
"carwre",0.9968835,315,318
"easmea",0.2600045,315,318
"houwre",0.32214698,319,322
"amegfi",0.8680015,323,326
