"species_code","score","start_offset_sec","end_offset_sec"
"cedwax",0.9999902,9,12
"amerob",0.9608819,9,12
"amegfi",0.9975819,12,15
"eastow",0.9077109,13,16
"easblu",0.27952564,15,18
"btnwar",0.8284076,24,27
"grycat",0.97020733,28,31
"sonspa",0.28235197,31,34
"tenwar",0.6983791,48,51
"norcar",0.8079813,56,59
"blujay",0.9998297,63,66
"pinwar",0.91040176,69,72
"whbnut",0.8937516,83,86
"balori",0.3982357,88,91
"orcori",0.34879422,88,91
"carwre",0.2503483,88,91
"leafly",0.9595618,98,101
"bawwar",0.98634464,105,108
"yetvir",0.9989313,117,120
