"species_code","score","start_offset_sec","end_offset_sec"
"pinwar",0.9945514,0,3
"rewbla",0.73229325,4,7
"tuftit",0.986754,28,31
"grycat",0.8546856,33,36
"eastow",0.26233935,33,36
"btnwar",0.57263434,39,42
"comgra",0.7954137,45,48
"woothr",0.8679434,46,49
"yebcha",0.26626158,46,49
"acafly",0.31679174,51,54
"moudov",0.99423105,61,64
"buhvir",0.6786926,67,70
"sonspa",0.9360088,75,78
"rebwoo",0.5123271,76,79
"reevir1",0.34194562,77,80
"norcar",0.30758804,80,83
"whbnut",0.9895804,82,85
"swathr",0.85328233,105,108
"eawpew",0.5480703,111,114
"ovenbi1",0.89159936,120,123
"blujay",0.39925388,123,126
"veery",0.9972148,127,130
