"species_code","score","start_offset_sec","end_offset_sec"
"fiespa",0.9209476,12,15
"amekes",0.64253,42,45
"houfin",0.31359795,52,55
"rewbla",0.55977803,57,60
"bnhcow",0.97874767,60,63
"eawpew",0.98703784,72,75
"grycat",0.3547159,104,107
"nrwswa",0.3364822,118,121
"treswa",0.93759936,124,127
"houwre",0.29329804,197,200
"eastow",0.25045893,230,233
"indbun",0.9698919,232,235
"purmar",0.9553595,233,236
"killde",0.25622037,249,252
"orcori",0.89624196,329,332
"norcar",0.8905021,341,344
"easmea",0.9153366,360,363
"yebcha",0.4752605,366,369
"chispa",0.60990906,370,373
"sonspa",0.41406476,389,392
"osprey",0.63533276,402,405
"normoc",0.99972206,406,409
"comyel",0.43127176,441,444
"graspa",0.9586341,445,448
