"species_code","score","start_offset_sec","end_offset_sec"
"wiltur",0.47089937,0,3
"yebcha",0.8615567,1,4
"eastow",0.33182475,3,6
"rebwoo",0.32838184,6,9
"pilwoo",0.41554514,14,17
"amerob",0.35374033,15,18
"fiespa",0.3169347,21,24
"eawpew",0.9990962,24,27
"grcfly",0.66619486,46,49
"grnher",0.7140279,62,65
"baleag",0.7452963,74,77
"sonspa",0.71552974,74,77
"easpho",0.5256126,84,87
"rethaw",0.993413,90,93
"norcar",0.9399104,102,105
"bnhcow",0.42858765,104,107
"indbun",0.94668275,105,108
"blujay",0.4116579,120,123
