"species_code","score","start_offset_sec","end_offset_sec"
"eawpew",0.9999422,21,24
"buwwar",0.55662376,40,43
"grcfly",0.98869187,46,49
"tuftit",0.3741767,50,53
"easwpw1",0.9999428,74,77
"amerob",0.353745,92,95
"eastow",0.93215674,100,103
"veery",0.31461406,181,184
"acafly",0.909333,200,203
"reevir1",0.82583374,205,208
"brwhaw",0.6641418,220,223
"woothr",0.9999443,223,226
"scatan",0.8030863,236,239
"norcar",0.50231105,266,269
"houspa",0.27166057,268,271
"buggna",0.9844943,280,283
"houwre",0.302563,294,297
"carwre",0.63545007,319,322
