"species_code","score","start_offset_sec","end_offset_sec"
"ovenbi1",0.9926471,14,17
"veery",0.9855082,20,23
"bkbwar",0.44746265,23,26
"grycat",0.28869227,32,35
"winwre3",0.2906751,49,52
"brnthr",0.6954864,60,63
"woothr",0.99999505,66,69
"reevir1",0.8170295,79,82
"norcar",0.7006187,79,82
"robgro",0.2525053,81,84
"moudov",0.9440213,88,91
"bkcchi",0.62164134,95,98
"eastow",0.8330592,101,104
"normoc",0.38646433,105,108
"buwwar",0.26942468,129,132
"eawpew",0.90523136,147,150
"btnwar",0.3457237,176,179
"hoowar",0.2589124,184,187
"bawwar",0.65090364,195,198
"blujay",0.92591155,218,221
"cedwax",0.7618705,227,230
"amecro",0.98807985,251,254
"comyel",0.89108926,259,262
