"species_code","score","start_offset_sec","end_offset_sec"
"veery",0.99988943,5,8
"swaspa",0.5253046,5,8
"bkcchi",0.99867004,13,16
"easblu",0.44454464,13,16
"comyel",0.98482984,17,20
"wilfly",0.27316588,18,21
"amerob",0.99933475,20,23
"norcar",0.88150674,29,32
"dowwoo",0.8936301,37,40
"eastow",0.3920958,37,40
"sonspa",0.9978646,38,41
"grycat",0.910545,40,43
"reevir1",0.9804478,54,57
"robgro",0.33277863,62,65
"tuftit",0.59310216,73,76
"whtspa",0.5709196,79,82
"blujay",0.97993875,92,95
"aldfly",0.9961493,94,97
"norfli",0.99517894,101,104
