"species_code","score","start_offset_sec","end_offset_sec"
"comyel",0.7134323,0,3
"rewbla",0.55437255,1,4
"cangoo",0.43057108,1,4
"sonspa",0.5169151,3,6
"prowar",0.40775952,6,9
"ovenbi1",0.6228547,10,13
"woothr",0.44343826,13,16
"bawwar",0.27202508,18,21
"amecro",0.95740366,26,29
"bkcchi",0.997611,30,33
"btnwar",0.36034185,31,34
"amerob",0.9758674,35,38
"amegfi",0.2693776,45,48
"daejun",0.929262,46,49
"blujay",0.4137067,48,51
"reevir1",0.68121433,51,54
"veery",0.9860249,54,57
"norcar",0.8822826,59,62
