"species_code","score","start_offset_sec","end_offset_sec"
"norcar",0.4030438,4,7
"grycat",0.8894527,9,12
"veery",0.58475363,15,18
"reevir1",0.99880826,20,23
"yebcuc",0.25552922,20,23
"sonspa",0.51426333,21,24
"amecro",0.9922579,26,29
"tuftit",0.53860587,31,34
"barswa",0.97768295,40,43
"fiespa",0.59138614,46,49
"comgra",0.5776879,56,59
"belkin1",0.46841314,58,61
"pecsan",0.3858017,58,61
"rewbla",0.39886668,61,64
"amerob",0.53050834,82,85
"blujay",0.99961215,94,97
"pilwoo",0.2677314,100,103
"cedwax",0.9478355,101,104
"reshaw",0.9951185,103,106
