"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.5215467,0,3
"ovenbi1",0.38608065,1,4
"yerwar",0.97120064,6,9
"olsfly",0.6517705,11,14
"bawwar",0.26434687,21,24
"woothr",0.9396868,37,40
"buhvir",0.97545266,39,42
"bkcchi",0.73899674,40,43
"btbwar",0.6550948,51,54
"herthr",0.9998245,59,62
"reevir1",0.72850543,59,62
"norpar",0.80771565,60,63
"naswar",0.2883424,63,66
"carwre",0.4711785,68,71
"whtspa",0.79719687,69,72
"canwar",0.6507232,77,80
"norcar",0.55014324,82,85
"tuftit",0.25607267,82,85
"amerob",0.4641665,96,99
"daejun",0.936554,100,103
"swathr",0.2840405,105,108
"savspa",0.7425955,117,120
"linspa",0.9851802,121,124
"amegfi",0.6808001,143,146
