"species_code","score","start_offset_sec","end_offset_sec"
"comyel",0.9994263,5,8
"naswar",0.9916529,10,13
"purfin",0.8438998,35,38
"linspa",0.994376,42,45
"yebcha",0.31584957,46,49
"daejun",0.5708177,59,62
"swathr",0.39488736,71,74
"brncre",0.31745672,74,77
"buhvir",0.9952248,86,89
"blujay",0.9915172,94,97
"reevir1",0.29039204,109,112
"yelwar",0.74302155,146,149
"yerwar",0.6634801,154,157
"yebfly",0.9998499,164,167
"gockin",0.9998244,165,168
"herthr",0.33180037,168,171
"canwar",0.8867594,170,173
"bkcchi",0.3560559,187,190
"amecro",0.26514408,187,190
"magwar",0.82951134,197,200
"whtspa",0.9999538,201,204
"norfli",0.85800344,206,209
"winwre3",0.27738708,217,220
