"species_code","score","start_offset_sec","end_offset_sec"
"herthr",0.99284726,11,14
"woothr",0.60424364,14,17
"brncre",0.32195228,17,20
"easpho",0.9999617,31,34
"chispa",0.99357104,41,44
"daejun",0.3237184,43,46
"norpar",0.47020203,46,49
"buhvir",0.25946945,49,52
"moudov",0.95224553,56,59
"bkcchi",0.7195125,64,67
"robgro",0.35850716,66,69
"eawpew",0.29568443,66,69
"sonspa",0.99918085,68,71
"amerob",0.99242383,70,73
"yebsap",0.31382364,71,74
"btnwar",0.98587906,74,77
"comyel",0.99506676,82,85
"gockin",0.7096413,82,85
"eastow",0.41318023,82,85
"rewbla",0.34566244,83,86
