"species_code","score","start_offset_sec","end_offset_sec"
"brncre",0.63687706,4,7
"bkcchi",0.36341277,9,12
"veery",0.80622196,22,25
"whtspa",0.37221107,43,46
"amered",0.9592295,52,55
"eastow",0.66358685,57,60
"reevir1",0.9981893,61,64
"yelwar",0.7956843,63,66
"amerob",0.983124,67,70
"sonspa",0.90457207,80,83
"chispa",0.34311762,83,86
"indbun",0.29725084,83,86
"robgro",0.3096692,112,115
"comyel",0.65077037,137,140
"balori",0.33893767,137,140
"cedwax",0.93725556,153,156
"sumtan",0.27497622,157,160
