"species_code","score","start_offset_sec","end_offset_sec"
"cangoo",0.25163838,6,9
"swaspa",0.33070746,123,126
"whtspa",0.69269145,124,127
"barswa",0.2859176,130,133
"purmar",0.9999984,137,140
"moudov",0.4647355,143,146
"houspa",0.48057276,147,150
"commer",0.2955746,163,166
"sonspa",0.97736925,168,171
"comyel",0.9403641,184,187
"fiespa",0.54741746,228,231
"vesspa",0.42368934,256,259
"yelwar",0.94450873,285,288
"rewbla",0.9991745,287,290
"cedwax",0.96530604,291,294
"amegfi",0.736434,317,320
"mallar3",0.3449335,344,347
