"species_code","score","start_offset_sec","end_offset_sec"
"yelwar",0.9846841,3,6
"rewbla",0.6927076,18,21
"sonspa",0.99964434,19,22
"osprey",0.9989647,29,32
"blujay",0.73567367,40,43
"amegfi",0.99974877,59,62
"whbnut",0.3242756,66,69
"grycat",0.97861254,69,72
"easblu",0.8639615,83,86
"cedwax",0.851554,88,91
"daejun",0.67108256,93,96
"winwre3",0.6128506,94,97
"bnhcow",0.9578636,103,106
"ovenbi1",0.33956552,111,114
"balori",0.89417076,120,123
"houwre",0.45062944,122,125
"warvir",0.95237315,128,131
"bkcchi",0.659265,132,135
"reevir1",0.69115204,154,157
"norcar",0.34207836,156,159
"woothr",0.2836839,174,177
"orcori",0.9877785,181,184
"eastow",0.9528561,187,190
"amerob",0.94586086,192,195
"cangoo",0.33378798,193,196
