"species_code","score","start_offset_sec","end_offset_sec"
"comyel",0.91673934,2,5
"robgro",0.37198254,2,5
"woothr",0.32242545,2,5
"chispa",0.9686807,4,7
"amerob",0.96171236,4,7
"fiespa",0.62972325,5,8
"rewbla",0.52303785,7,10
"sonspa",0.3650581,7,10
"purfin",0.365889,9,12
"cedwax",0.4816718,11,14
"chswar",0.37711504,11,14
"houwre",0.9997537,15,18
"moudov",0.98068243,15,18
"eastow",0.9904647,16,19
"norcar",0.41661912,19,22
"swaspa",0.25339854,20,23
"reevir1",0.26670143,21,24
"grycat",0.97851366,22,25
"bawwar",0.52772003,22,25
"amered",0.3103519,22,25
"amegfi",0.25074497,22,25
"tuftit",0.31365165,26,29
"pinwar",0.98596764,27,30
"herthr",0.38446173,27,30
"orcori",0.52943254,28,31
