"species_code","score","start_offset_sec","end_offset_sec"
"daejun",0.44704542,4,7
"yelwar",0.6913014,5,8
"yetvir",0.8239357,20,23
"cerwar",0.9928736,28,31
"comrav",0.97566795,42,45
"killde",0.3325395,55,58
"tuftit",0.9895909,61,64
"blujay",0.44407842,66,69
"buhvir",0.9806258,90,93
"scatan",0.46514902,98,101
"amered",0.9973139,110,113
"norpar",0.31313798,113,116
"ovenbi1",0.9988959,115,118
"reevir1",0.9295265,126,129
"bkcchi",0.2595094,126,129
"eawpew",0.99987584,148,151
"veery",0.6083465,149,152
"yebcha",0.32242918,161,164
