"species_code","score","start_offset_sec","end_offset_sec"
"woothr",0.2788274,0,3
"eastow",0.9535596,2,5
"yerwar",0.3273429,5,8
"gowwar",0.99589944,8,11
"robgro",0.82489127,21,24
"rewbla",0.6741486,29,32
"btbwar",0.7682057,35,38
"yelwar",0.92818606,43,46
"amered",0.99984264,55,58
"norpar",0.29530564,58,61
"yebcuc",0.9970666,73,76
"reevir1",0.98597354,73,76
"norcar",0.5489605,83,86
"veery",0.30182195,83,86
"grycat",0.5254312,84,87
"amerob",0.5951732,94,97
"pinwar",0.27435747,114,117
"grcfly",0.9939703,121,124
"cerwar",0.75330216,125,128
"buwwar",0.6523601,135,138
"chswar",0.9773594,136,139
