"species_code","score","start_offset_sec","end_offset_sec"
"herthr",0.99956244,4,7
"bkbcuc",0.7047719,28,31
"norcar",0.5475169,32,35
"bkcchi",0.43740162,44,47
"clcspa",0.8760009,47,50
"sonspa",0.71806246,50,53
"reevir1",0.9993675,51,54
"purfin",0.34283674,55,58
"indbun",0.99968535,67,70
"ovenbi1",0.7608115,70,73
"whtspa",0.30384865,109,112
"carwre",0.32495326,114,117
"comyel",0.92569524,115,118
"yebcuc",0.9892801,140,143
"btbwar",0.9238086,143,146
"yebsap",0.4066677,159,162
"brwhaw",0.37573072,182,185
"prawar",0.95277977,187,190
"btnwar",0.9976097,191,194
