"species_code","score","start_offset_sec","end_offset_sec"
"comyel",0.9988999,0,3
"warvir",0.2591367,2,5
"daejun",0.51456344,12,15
"blujay",0.629777,13,16
"woothr",0.25544223,15,18
"bkcchi",0.37517226,25,28
"amecro",0.986523,31,34
"sonspa",0.95883805,37,40
"grbher3",0.25828952,49,52
"rufgro",0.57366526,53,56
"amegfi",0.9940312,64,67
"cangoo",0.5363457,65,68
"yerwar",0.28823805,68,71
"eastow",0.32723954,70,73
"veery",0.8449653,114,117
"reevir1",0.99282765,118,121
"marwre",0.41818938,127,130
"houwre",0.9511469,138,141
"bnhcow",0.9394935,163,166
"rewbla",0.99646664,196,199
"yetvir",0.9883166,199,202
"grycat",0.90310466,201,204
"amerob",0.8985059,235,238
"ovenbi1",0.8095016,249,252
"yelwar",0.9713628,261,264
"balori",0.9782409,268,271
"btbwar",0.58503646,273,276
"swaspa",0.9999109,275,278
"comgra",0.68576103,275,278
"cedwax",0.7692415,297,300
