"species_code","score","start_offset_sec","end_offset_sec"
"yetvir",0.99910265,7,10
"bawwar",0.9976989,8,11
"acafly",0.59624493,9,12
"carwre",0.33023676,10,13
"tuftit",0.5903287,15,18
"amecro",0.3348479,27,30
"rthhum",0.9674029,34,37
"amerob",0.78495246,35,38
"bkbwar",0.50669426,40,43
"yelwar",0.70204943,42,45
"whbnut",0.9964034,47,50
"brdowl",0.5720184,48,51
"moudov",0.29910743,48,51
"eawpew",0.2672441,56,59
"yebcha",0.3591679,61,64
"bkcchi",0.25899452,67,70
"amered",0.981085,77,80
"reevir1",0.99663275,80,83
"carchi",0.29052982,81,84
