"species_code","score","start_offset_sec","end_offset_sec"
"carwre",0.62964326,10,13
"norfli",0.8411137,16,19
"grycat",0.99997437,19,22
"whbnut",0.8029118,22,25
"normoc",0.40619507,27,30
"yerwar",0.2532921,30,33
"rewbla",0.82965326,34,37
"houwre",0.8969068,35,38
"moudov",0.946826,74,77
"houfin",0.42058164,86,89
"comgra",0.8090435,111,114
"bkcchi",0.9430106,112,115
"amerob",0.9978721,117,120
"easpho",0.7880993,119,122
"eastow",0.32927155,119,122
"sonspa",0.99727285,121,124
"houspa",0.9464133,125,128
"bnhcow",0.6878766,129,132
"norcar",0.9576196,140,143
"amecro",0.93325543,159,162
"swaspa",0.27776167,165,168
"blujay",0.98623586,172,175
"yebsap",0.8867783,172,175
"amegfi",0.49749914,181,184
"eursta",0.84589696,183,186
