"species_code","score","start_offset_sec","end_offset_sec"
"scatan",0.9981929,3,6
"woothr",0.99999416,10,13
"herthr",0.45086318,45,48
"hoowar",0.8271348,74,77
"whbnut",0.61735463,113,116
"woewar1",0.3793767,131,134
"acafly",0.80475205,231,234
"amegfi",0.5006726,235,238
"btnwar",0.5018004,430,433
"veery",0.8763454,445,448
"reevir1",0.99558824,602,605
"buggna",0.970898,628,631
"norcar",0.5719609,653,656
"sonspa",0.86404335,693,696
"bkcchi",0.7700364,696,699
"daejun",0.2627933,719,722
"houspa",0.2567146,771,774
"carwre",0.99962234,787,790
"houfin",0.27006054,790,793
"blujay",0.3628384,793,796
"eawpew",0.977245,795,798
