"species_code","score","start_offset_sec","end_offset_sec"
"leafly",0.9929208,0,3
"veery",0.26606524,1,4
"balori",0.5826614,2,5
"scatan",0.9028873,8,11
"chswar",0.99919814,13,16
"yerwar",0.35953867,16,19
"whtspa",0.7959867,17,20
"eastow",0.9976367,25,28
"tuftit",0.27873158,26,29
"bawwar",0.9793044,31,34
"naswar",0.47712648,32,35
"robgro",0.29464138,35,38
"norcar",0.7113768,36,39
"bkcchi",0.42510387,40,43
"reevir1",0.8475069,41,44
"comyel",0.36668113,46,49
"chispa",0.9973905,48,51
"amered",0.8316593,52,55
"cerwar",0.99240166,55,58
"yetvir",0.36105126,55,58
