"species_code","score","start_offset_sec","end_offset_sec"
"woothr",0.9058936,11,14
"swawar",0.45260313,14,17
"eastow",0.36816522,19,22
"yebcha",0.9999915,22,25
"swaspa",0.49053398,24,27
"yelwar",0.29311025,39,42
"comyel",0.9992315,50,53
"tuftit",0.25454447,50,53
"indbun",0.9982139,64,67
"grycat",0.284872,88,91
"reevir1",0.8242051,92,95
"amecro",0.9058243,97,100
"buggna",0.9800859,104,107
"norcar",0.98707575,115,118
"fiespa",0.9962309,116,119
"amerob",0.33191493,150,153
"daejun",0.3593439,188,191
