"species_code","score","start_offset_sec","end_offset_sec"
"rebwoo",0.28877652,20,23
"indbun",0.99909806,35,38
"amerob",0.7410011,42,45
"bkpwar",0.84437215,45,48
"reevir1",0.9850178,50,53
"magwar",0.26441985,52,55
"kenwar",0.25948337,53,56
"ovenbi1",0.99966395,59,62
"acafly",0.9942989,86,89
"rewbla",0.3154649,88,91
"savspa",0.76485616,148,151
"scatan",0.95506746,158,161
"amecro",0.9583636,175,178
"warvir",0.4396012,181,184
"btbwar",0.26827723,192,195
"carwre",0.9095793,258,261
"bnhcow",0.5907234,269,272
"amered",0.73067504,320,323
"comyel",0.43247524,344,347
"norcar",0.8118621,413,416
"tuftit",0.90409625,474,477
"eawpew",0.9518813,491,494
