"species_code","score","start_offset_sec","end_offset_sec"
"houwre",0.99055,0,3
"eastow",0.9844067,3,6
"chswar",0.46212575,5,8
"bkcchi",0.9904519,6,9
"veery",0.9992971,8,11
"amegfi",0.6259776,9,12
"norcar",0.9914533,11,14
"normoc",0.31133628,15,18
"marwre",0.546345,18,21
"whtspa",0.5984547,19,22
"yelwar",0.82129556,20,23
"rebwoo",0.3675263,22,25
"moudov",0.98269904,26,29
"sonspa",0.8836188,26,29
"brnthr",0.31325737,30,33
"woothr",0.40810522,31,34
"grycat",0.9702128,32,35
"reevir1",0.29947263,32,35
"whevir",0.83168674,34,37
