"species_code","score","start_offset_sec","end_offset_sec"
"ovenbi1",0.99857587,5,8
"warvir",0.4398097,19,22
"houspa",0.27560437,31,34
"yelwar",0.7857205,33,36
"chswar",0.999898,43,46
"eawpew",0.28704497,47,50
"woothr",0.92234075,57,60
"grycat",0.9950467,65,68
"rewbla",0.44029856,66,69
"yetwar",0.5201329,75,78
"cedwax",0.9438695,105,108
"comyel",0.90982896,106,109
"reevir1",0.99395186,114,117
"tuftit",0.33993617,118,121
"amered",0.96986866,120,123
"amerob",0.53051805,121,124
"eastow",0.39410836,142,145
