"species_code","score","start_offset_sec","end_offset_sec"
"reevir1",0.7454628,6,9
"yelwar",0.52019686,16,19
"amegfi",0.4070708,26,29
"robgro",0.30969045,31,34
"rebwoo",0.9827799,36,39
"amered",0.99796313,40,43
"tuftit",0.6388356,42,45
"cerwar",0.53935564,47,50
"eawpew",0.4112799,48,51
"balori",0.33711886,48,51
"norfli",0.34928957,49,52
"veery",0.30439994,50,53
"comrav",0.6591089,52,55
"norcar",0.25312963,52,55
"woothr",0.98813397,58,61
"naswar",0.2619448,59,62
"bawwar",0.93941194,61,64
"comyel",0.94843674,62,65
"amerob",0.79635465,64,67
"acafly",0.99685407,67,70
