"species_code","score","start_offset_sec","end_offset_sec"
"amered",0.9388375,27,30
"commer",0.36942196,99,102
"cerwar",0.70848536,117,120
"wooduc",0.99994296,131,134
"cangoo",0.65234256,133,136
"grycat",0.99274665,147,150
"warvir",0.35212258,173,176
"woothr",0.947787,190,193
"treswa",0.45594037,215,218
"yelwar",0.99282527,221,224
"btbwar",0.27507168,243,246
"eawpew",0.83936846,254,257
"marwre",0.9996272,260,263
"blujay",0.3787013,261,264
"amerob",0.42467424,277,280
"rewbla",0.97815865,298,301
"norcar",0.32941604,317,320
"amegfi",0.25859568,394,397
"sonspa",0.64982295,441,444
