"species_code","score","start_offset_sec","end_offset_sec"
"fiespa",0.9996493,1,4
"cedwax",0.7406472,1,4
"eursta",0.9936144,5,8
"sonspa",0.88174194,11,14
"houspa",0.9939682,16,19
"amerob",0.99153644,29,32
"houwre",0.85952955,31,34
"amegfi",0.89977026,33,36
"norcar",0.35296714,42,45
"comyel",0.36133635,45,48
"easkin",0.95388806,66,69
"yelwar",0.96426606,70,73
"treswa",0.36691752,70,73
"wilfly",0.9848498,72,75
"rewbla",0.9957322,75,78
"grycat",0.99344754,95,98
"warvir",0.26664743,106,109
"dowwoo",0.8822725,109,112
"houfin",0.65966624,112,115
"chispa",0.985686,120,123
"brnthr",0.2723501,122,125
"orcori",0.58286494,123,126
