"species_code","score","start_offset_sec","end_offset_sec"
"chispa",0.7193629,1,4
"buggna",0.94534904,14,17
"brnthr",0.95275205,22,25
"yebcha",0.25981987,64,67
"eastow",0.6628911,65,68
"indbun",0.9778756,76,79
"rewbla",0.6900371,77,80
"norcar",0.98799795,87,90
"veery",0.3469648,140,143
"comyel",0.90330917,167,170
"amerob",0.30674136,172,175
"houwre",0.38337624,248,251
"grycat",0.99999833,254,257
"scatan",0.25617674,322,325
"reevir1",0.5608655,436,439
"normoc",0.3621352,443,446
"whtspa",0.51725054,465,468
"norfli",0.2975852,468,471
"carwre",0.3230464,471,474
"sonspa",0.54353327,556,559
"whbnut",0.75159514,630,633
"yelwar",0.47484663,641,644
"tuftit",0.29919913,657,660
"whevir",0.98362166,677,680
