"species_code","score","start_offset_sec","end_offset_sec"
"norfli",0.5079311,3,6
"yelwar",0.95879436,5,8
"sonspa",0.6191346,6,9
"wilfly",0.2771008,7,10
"cedwax",0.98796725,8,11
"purfin",0.50248873,13,16
"houspa",0.792876,14,17
"reevir1",0.8930768,19,22
"tuftit",0.40757418,21,24
"houwre",0.97269934,25,28
"norcar",0.4463096,27,30
"grhowl",0.27103695,33,36
"aldfly",0.99822295,39,42
"moudov",0.41343677,53,56
"blujay",0.5785568,62,65
"normoc",0.5552869,78,81
"amered",0.6961239,79,82
"amerob",0.8683429,82,85
