"species_code","score","start_offset_sec","end_offset_sec"
"houspa",0.2562347,14,17
"comyel",0.9928274,25,28
"hoowar",0.74216276,27,30
"btnwar",0.39367932,27,30
"magwar",0.9728435,29,32
"canwar",0.2700458,36,39
"eastow",0.60574347,44,47
"btbwar",0.99397373,49,52
"chswar",0.75318843,91,94
"rebnut",0.9994755,98,101
"bkbwar",0.999737,104,107
"daejun",0.49128327,123,126
"bnhcow",0.26136068,124,127
"amered",0.9422773,128,131
"amecro",0.90081,141,144
"ovenbi1",0.98679596,144,147
"yerwar",0.9396822,151,154
"reevir1",0.25841114,159,162
"buhvir",0.79977703,161,164
"yelwar",0.3091456,162,165
"bkcchi",0.4013453,195,198
