"species_code","score","start_offset_sec","end_offset_sec"
"whbnut",0.82576174,6,9
"whevir",0.9976207,8,11
"amered",0.5850645,23,26
"commer",0.9252249,27,30
"buggna",0.82705945,58,61
"leafly",0.25646538,71,74
"swathr",0.623321,92,95
"carchi",0.73332167,93,96
"amegfi",0.9998002,100,103
"grycat",0.9999641,104,107
"orcori",0.36829522,120,123
"woothr",0.9493038,176,179
"amecro",0.99764365,194,197
"norcar",0.9663355,196,199
"comyel",0.9601215,197,200
"amerob",0.7095646,197,200
"carwre",0.45600915,211,214
"brnthr",0.78152335,212,215
"yerwar",0.2870817,212,215
"reevir1",0.45963815,216,219
"yebcuc",0.73508114,225,228
"indbun",0.7406114,226,229
"chispa",0.98051393,260,263
