"species_code","score","start_offset_sec","end_offset_sec"
"bkbwar",0.62712914,0,3
"gockin",0.89291745,35,38
"yerwar",0.9974116,62,65
"canwar",0.3932313,78,81
"swaspa",0.72843957,107,110
"babwar",0.7756687,124,127
"reevir1",0.98447657,147,150
"cedwax",0.71832854,194,197
"comyel",0.7504606,256,259
"whtspa",0.7474874,256,259
"sonspa",0.46526006,281,284
"btnwar",0.8775291,314,317
"rebnut",0.30125478,367,370
"magwar",0.99998325,378,381
"ovenbi1",0.99464226,394,397
"houfin",0.26952583,527,530
"hoowar",0.39994884,540,543
"amegfi",0.45037314,620,623
"scatan",0.3500382,695,698
"swathr",0.6696344,708,711
"tuftit",0.2795224,709,712
"blujay",0.25557873,744,747
"buhvir",0.93887585,775,778
"killde",0.62851936,850,853
"brncre",0.9673898,910,913
