"species_code","score","start_offset_sec","end_offset_sec"
"normoc",0.48204872,5,8
"cedwax",0.28943405,25,28
"magwar",0.91797197,30,33
"brnthr",0.84105825,32,35
"grycat",0.9930539,38,41
"yelwar",0.35650006,40,43
"bawwar",0.8827863,45,48
"whbnut",0.5205776,55,58
"ovenbi1",0.9411875,59,62
"gowwar",0.83995986,61,64
"chswar",0.9987995,63,66
"buwwar",0.977148,67,70
"reevir1",0.49043584,75,78
"comyel",0.59532803,78,81
"amerob",0.31003067,89,92
"warvir",0.44357324,94,97
"norcar",0.2590097,97,100
"fiespa",0.9964285,103,106
"woothr",0.38414738,103,106
"indbun",0.54572207,105,108
"houwre",0.3240413,106,109
"eastow",0.9892704,124,127
