"species_code","score","start_offset_sec","end_offset_sec"
"tuftit",0.4226505,35,38
"purmar",0.9213882,37,40
"normoc",0.99978566,44,47
"dowwoo",0.7754349,49,52
"reshaw",0.94195354,88,91
"sonspa",0.27847338,90,93
"houfin",0.3967173,96,99
"rewbla",0.7034067,103,106
"barswa",0.6500263,119,122
"bkcchi",0.6455422,121,124
"whbnut",0.5128945,124,127
"easpho",0.5222552,131,134
"eastow",0.9401876,138,141
"baleag",0.474308,152,155
"houspa",0.9576684,166,169
"eursta",0.62980294,178,181
"norfli",0.9850876,183,186
"rebwoo",0.8286422,189,192
"chispa",0.989041,239,242
"balori",0.7467675,243,246
"moudov",0.9351363,269,272
"yebcha",0.46474043,296,299
"carwre",0.40547696,311,314
"norcar",0.26500267,311,314
