"species_code","score","start_offset_sec","end_offset_sec"
"chswar",0.9900523,5,8
"houwre",0.98967564,9,12
"sonspa",0.9845754,14,17
"rewbla",0.65107423,15,18
"fiscro",0.54311055,16,19
"veery",0.9974643,26,29
"whtspa",0.28326172,29,32
"pilwoo",0.96751213,45,48
"comyel",0.9936729,59,62
"balori",0.70325565,70,73
"whbnut",0.2820524,72,75
"norcar",0.48614812,82,85
"norfli",0.3950019,85,88
"mouwar",0.4495071,89,92
"grycat",0.9974763,93,96
"yebcha",0.99998456,96,99
"bkbwoo",0.86122435,100,103
"amegfi",0.56697243,100,103
"yelwar",0.62210774,105,108
"bkcchi",0.9773241,107,110
