"species_code","score","start_offset_sec","end_offset_sec"
"indbun",0.9994863,10,13
"bawwar",0.32199654,14,17
"eastow",0.999951,97,100
"bkbcuc",0.52327245,98,101
"tuftit",0.70204407,103,106
"carwre",0.4180658,109,112
"sonspa",0.3273994,113,116
"btbwar",0.3214547,119,122
"fiespa",0.3523898,144,147
"norpar",0.4115898,148,151
"reevir1",0.8885368,149,152
"btnwar",0.31605932,149,152
"yebcuc",0.98042357,200,203
"amered",0.9977591,219,222
"woothr",0.9910213,220,223
"eawpew",0.9964111,252,255
"norcar",0.6364881,252,255
"amerob",0.2521667,259,262
"chispa",0.5438182,265,268
"woewar1",0.40252307,281,284
