"species_code","score","start_offset_sec","end_offset_sec"
"reevir1",0.41504756,16,19
"orcori",0.999022,20,23
"amered",0.3411802,56,59
"buggna",0.3224038,70,73
"carwre",0.9827224,82,85
"rewbla",0.8776299,82,85
"norcar",0.36390218,90,93
"brnthr",0.32513338,111,114
"warvir",0.9983352,120,123
"scatan",0.4876947,126,129
"eastow",0.29161522,137,140
"comgra",0.98467356,147,150
"rebnut",0.61715835,159,162
"tuftit",0.97968286,169,172
"blujay",0.9980596,195,198
"treswa",0.99276793,195,198
"sonspa",0.6208514,196,199
"robgro",0.32800543,216,219
"whbnut",0.9998186,245,248
"rethaw",0.258262,295,298
"cedwax",0.98059154,296,299
"woothr",0.7932186,296,299
"amegfi",0.9869461,305,308
"balori",0.9993999,333,336
"bkcchi",0.5851021,342,345
"yelwar",0.97542095,365,368
"normoc",0.34908023,370,373
"houfin",0.2712344,392,395
"chispa",0.7761408,402,405
"grycat",0.9994431,413,416
"amerob",0.7504718,433,436
