"species_code","score","start_offset_sec","end_offset_sec"
"warvir",0.9994416,37,40
"amegfi",0.99963254,52,55
"woothr",0.2646787,57,60
"rewbla",0.9400867,86,89
"houfin",0.5227745,96,99
"yelwar",0.98122454,113,116
"amerob",0.9819745,125,128
"comyel",0.9698361,128,131
"sonspa",0.46514136,145,148
"cangoo",0.99855065,157,160
"wiltur",0.6103236,159,162
"balori",0.26015338,160,163
"robgro",0.3987522,162,165
"eursta",0.27546316,163,166
"cedwax",0.9971299,168,171
"veery",0.65099895,174,177
"bnhcow",0.43979764,175,178
"amered",0.99818,177,180
"yetvir",0.4361989,199,202
"comgra",0.98849577,216,219
"fiespa",0.5952667,218,221
