"species_code","score","start_offset_sec","end_offset_sec"
"amerob",0.9996401,12,15
"comyel",0.9987482,20,23
"aldfly",0.9987455,28,31
"houwre",0.33548158,91,94
"brnthr",0.26193467,185,188
"bkcchi",0.33696017,201,204
"eastow",0.397328,247,250
"grycat",0.95273954,462,465
"yelwar",0.29960015,505,508
"balori",0.28172284,519,522
"rewbla",0.9787121,650,653
"moudov",0.9483501,704,707
"easkin",0.3262837,745,748
"swaspa",0.9947414,751,754
"commer",0.9945214,754,757
"wilfly",0.98840123,759,762
"sonspa",0.5532105,830,833
