"species_code","score","start_offset_sec","end_offset_sec"
"orcori",0.55184937,22,25
"amerob",0.9970271,28,31
"grycat",0.9944076,35,38
"yelwar",0.47979996,43,46
"normoc",0.36291337,46,49
"reevir1",0.39683893,54,57
"brnthr",0.55123276,61,64
"commer",0.4035663,66,69
"amegfi",0.9928499,67,70
"balori",0.557305,77,80
"indbun",0.54153776,78,81
"purfin",0.7995893,80,83
"houfin",0.3413338,84,87
"dickci",0.492772,92,95
"cedwax",0.997531,94,97
"comyel",0.82146436,102,105
"easpho",0.66388386,105,108
"norcar",0.60560083,109,112
"rewbla",0.996503,111,114
"tuftit",0.27000567,116,119
"rufgro",0.58288884,121,124
"sonspa",0.40295842,140,143
"savspa",0.26229236,141,144
