"species_code","score","start_offset_sec","end_offset_sec"
"comyel",0.91762936,6,9
"grycat",0.99993783,11,14
"carwre",0.2750518,15,18
"sonspa",0.3211587,16,19
"eastow",0.9894901,23,26
"indbun",0.30642393,39,42
"amerob",0.55000025,53,56
"woothr",0.99999714,66,69
"norcar",0.76790047,69,72
"bawwar",0.9519956,83,86
"norfli",0.54434884,84,87
"dowwoo",0.7774837,86,89
"fiespa",0.27303174,94,97
"moudov",0.37491846,96,99
"blujay",0.65896857,104,107
"boboli",0.49661997,107,110
"amered",0.8475968,113,116
"houwre",0.6748059,143,146
