"species_code","score","start_offset_sec","end_offset_sec"
"tuftit",0.45286572,11,14
"amegfi",0.8929958,13,16
"yebcha",0.819611,13,16
"bawwar",0.2713688,15,18
"yerwar",0.3903761,16,19
"amecro",0.9751457,23,26
"norcar",0.98928875,29,32
"reevir1",0.99849546,30,33
"yelwar",0.3180263,32,35
"veery",0.27298942,41,44
"whevir",0.99548733,50,53
"comyel",0.9996943,54,57
"grycat",0.9837335,61,64
"amered",0.9980926,67,70
"amerob",0.7814241,68,71
"robgro",0.369812,72,75
"chswar",0.9689348,73,76
"rebwoo",0.93183774,81,84
