"species_code","score","start_offset_sec","end_offset_sec"
"reevir1",0.91051394,7,10
"pinwar",0.6410914,8,11
"cedwax",0.38864273,19,22
"amegfi",0.4684791,20,23
"comyel",0.99398005,21,24
"norcar",0.9983211,36,39
"osprey",0.45237303,43,46
"anhing",0.309368,45,48
"grycat",0.88843554,49,52
"whevir",0.46363148,52,55
"carwre",0.6868071,56,59
"graspa",0.5921793,106,109
"eawpew",0.9924204,107,110
"woothr",0.30503473,107,110
"eastow",0.9186059,108,111
"chispa",0.9802771,109,112
"houwre",0.9889198,112,115
"sonspa",0.92096514,115,118
"whbnut",0.26337287,115,118
"amerob",0.8566818,125,128
"rewbla",0.4171854,126,129
