"species_code","score","start_offset_sec","end_offset_sec"
"rebwoo",0.9609062,21,24
"amecro",0.87959075,51,54
"naswar",0.3335861,60,63
"chswar",0.65795684,227,230
"blujay",0.8586109,230,233
"norcar",0.9832264,233,236
"herthr",0.4621587,255,258
"rewbla",0.9816104,267,270
"reevir1",0.9926183,334,337
"houwre",0.91541237,354,357
"ovenbi1",0.53602916,497,500
"osprey",0.89915514,595,598
"tuftit",0.5147707,729,732
"comyel",0.9329758,735,738
"yelwar",0.9790411,893,896
"carwre",0.80866104,987,990
"swathr",0.27693346,988,991
"grycat",0.9794375,1088,1091
"amerob",0.36980602,1234,1237
"winwre3",0.34164417,1238,1241
