"species_code","score","start_offset_sec","end_offset_sec"
"amered",0.99837446,0,3
"gockin",0.68102056,17,20
"woothr",0.4433047,40,43
"ovenbi1",0.9994645,56,59
"naswar",0.41347367,60,63
"amecro",0.9582755,65,68
"veery",0.43875653,67,70
"swathr",0.44575322,69,72
"acafly",0.30209786,78,81
"reevir1",0.9971474,91,94
"sonspa",0.2864288,150,153
"comyel",0.7418544,154,157
"carwre",0.38950503,175,178
"hoowar",0.95997584,176,179
"daejun",0.9570639,185,188
"btbwar",0.7819144,211,214
"bkbwar",0.9474547,257,260
"norcar",0.278791,298,301
