"species_code","score","start_offset_sec","end_offset_sec"
"scatan",0.99806005,11,14
"cedwax",0.9826722,29,32
"rewbla",0.9011317,57,60
"bkbwoo",0.26253927,82,85
"rufgro",0.8633594,89,92
"herthr",0.46883482,97,100
"rebnut",0.9971322,117,120
"veery",0.61249804,130,133
"sonspa",0.36854553,204,207
"bkcchi",0.99996686,239,242
"amegfi",0.90806514,314,317
"comyel",0.89872485,338,341
"yebfly",0.29484382,338,341
"balori",0.30115205,339,342
"yelwar",0.52067363,361,364
"chswar",0.425012,362,365
"normoc",0.584855,426,429
"purfin",0.32725778,435,438
"purmar",0.7783871,444,447
"cangoo",0.53500116,447,450
"norcar",0.7043134,455,458
"reevir1",0.85181457,457,460
"houspa",0.43376526,467,470
"grycat",0.99295354,471,474
"houfin",0.32767016,487,490
