"species_code","score","start_offset_sec","end_offset_sec"
"amegfi",0.9981574,22,25
"amecro",0.9644771,22,25
"comyel",0.99179995,45,48
"norcar",0.27703178,224,227
"savspa",0.9887289,235,238
"clcspa",0.9960294,326,329
"vesspa",0.5526342,342,345
"houfin",0.9468455,385,388
"yelwar",0.25040254,488,491
"fiespa",0.9922029,536,539
"balori",0.25493798,536,539
"sonspa",0.9996599,600,603
"comnig",0.35592505,638,641
"wilfly",0.30308747,643,646
"rewbla",0.89396095,646,649
"nrwswa",0.25436923,672,675
"boboli",0.9999949,688,691
"bkcchi",0.26574683,739,742
"barswa",0.9916595,792,795
"graspa",0.48075956,808,811
"btnwar",0.32494855,812,815
