"species_code","score","start_offset_sec","end_offset_sec"
"cedwax",0.96501034,0,3
"wilfly",0.7094733,0,3
"wilsni1",0.6019296,8,11
"comgal1",0.9526272,11,14
"rewbla",0.9917414,12,15
"virrai",0.9998829,21,24
"swaspa",0.9999487,28,31
"houspa",0.25972536,32,35
"amerob",0.82760453,33,36
"yelwar",0.8478897,41,44
"amecro",0.8086334,42,45
"sonspa",0.9023978,53,56
"veery",0.86033666,59,62
"houfin",0.3265193,64,67
"comyel",0.6395251,83,86
"marwre",0.5478372,87,90
"normoc",0.81582147,92,95
"balori",0.29699844,93,96
