"species_code","score","start_offset_sec","end_offset_sec"
"warvir",0.71371007,7,10
"scatan",0.9980558,75,78
"houspa",0.4923658,82,85
"amerob",0.71263057,115,118
"ovenbi1",0.9986323,118,121
"louwat",0.31694958,120,123
"balori",0.38085175,128,131
"woothr",0.6742052,262,265
"yelwar",0.31687745,331,334
"amered",0.95993483,350,353
"veery",0.38250583,350,353
"daejun",0.67141384,358,361
"acafly",0.99650335,362,365
"buhvir",0.9328974,368,371
"sonspa",0.32119042,369,372
"reevir1",0.99376285,374,377
"herthr",0.9266317,388,391
"swathr",0.48923597,401,404
"leafly",0.85157526,423,426
