"species_code","score","start_offset_sec","end_offset_sec"
"yebcha",0.9999612,1,4
"indbun",0.9996269,3,6
"tuftit",0.4398787,3,6
"whevir",0.9969225,5,8
"norcar",0.99010825,9,12
"brnthr",0.46982157,15,18
"fiespa",0.8212732,16,19
"amegfi",0.5701445,16,19
"yelwar",0.36874557,16,19
"prawar",0.8873321,19,22
"eawpew",0.39560768,27,30
"amecro",0.88606864,31,34
"hoomer",0.28331235,40,43
"purmar",0.527433,44,47
"mallar3",0.39038384,48,51
"buhvir",0.25843307,48,51
"reevir1",0.99477184,56,59
"carwre",0.6176362,78,81
"norbob",0.8041141,89,92
