"species_code","score","start_offset_sec","end_offset_sec"
"amerob",0.30318028,1,4
"swaspa",0.5836682,2,5
"tuftit",0.2808263,3,6
"grycat",0.51127815,5,8
"amegfi",0.9977982,11,14
"easblu",0.9115928,11,14
"rewbla",0.2774987,12,15
"eursta",0.49634847,22,25
"warvir",0.9333296,24,27
"wilfly",0.81935614,44,47
"bnhcow",0.27467293,62,65
"osprey",0.99838513,66,69
"treswa",0.5445663,66,69
"scatan",0.8895796,70,73
"sonspa",0.9962764,71,74
"comyel",0.93567336,73,76
"chispa",0.8442499,74,77
"leafly",0.32287982,75,78
