"species_code","score","start_offset_sec","end_offset_sec"
"graspa",0.9994009,2,5
"fiespa",0.98068535,7,10
"indbun",0.43783972,8,11
"brnthr",0.4931516,16,19
"rewbla",0.975994,31,34
"carwre",0.42835686,32,35
"normoc",0.9381455,35,38
"purfin",0.41333413,37,40
"tuftit",0.8325261,42,45
"blugrb1",0.99473447,45,48
"carchi",0.27241346,47,50
"chispa",0.99443924,56,59
"blujay",0.31579006,65,68
"amecro",0.75883615,75,78
"prawar",0.46401355,86,89
"sonspa",0.40571883,100,103
"easmea",0.99887836,102,105
"amerob",0.60686654,104,107
"moudov",0.7209663,116,119
"houfin",0.25984466,120,123
"vesspa",0.2901603,123,126
"norcar",0.8523185,125,128
"wesmea",0.3705898,126,129
"bnhcow",0.679203,128,131
"comyel",0.87074685,137,140
"eastow",0.4799528,155,158
"easkin",0.7675983,169,172
"orcori",0.48247418,196,199
