"species_code","score","start_offset_sec","end_offset_sec"
"indbun",0.8881023,1,4
"swaspa",0.30096653,42,45
"rewbla",0.9216094,50,53
"reevir1",0.98696494,71,74
"daejun",0.3835803,93,96
"sonspa",0.94586873,99,102
"norwat",0.39738426,117,120
"blujay",0.33217135,132,135
"yelwar",0.99906856,140,143
"amerob",0.6469376,142,145
"warvir",0.2732359,150,153
"tuftit",0.9650384,164,167
"ovenbi1",0.48223734,170,173
"nrwswa",0.87748814,184,187
"rocpig",0.28129375,189,192
"cedwax",0.8002779,190,193
"naswar",0.28107113,196,199
"wilfly",0.99673784,223,226
"yerwar",0.55445457,226,229
"chswar",0.91575193,229,232
