"species_code","score","start_offset_sec","end_offset_sec"
"sonspa",0.8934169,5,8
"fiespa",0.46359378,25,28
"reevir1",0.39327556,27,30
"amerob",0.9969326,33,36
"grbher3",0.5855523,35,38
"rewbla",0.9692493,96,99
"amecro",0.71541566,96,99
"boboli",0.9997442,106,109
"grycat",0.8298274,127,130
"houwre",0.40862978,171,174
"norcar",0.9990619,175,178
"norfli",0.9922776,191,194
"chispa",0.4322044,211,214
"warvir",0.4751464,218,221
"blujay",0.6040178,219,222
"cedwax",0.9429198,231,234
"comyel",0.9148301,252,255
"houspa",0.6428433,252,255
"easblu",0.4318364,258,261
"daejun",0.2973722,268,271
"yelwar",0.29248172,273,276
