"species_code","score","start_offset_sec","end_offset_sec"
"norcar",0.874859,5,8
"reevir1",0.9084328,8,11
"bawwar",0.649632,17,20
"woothr",0.99290705,23,26
"balori",0.31427026,24,27
"tuftit",0.95391387,26,29
"blujay",0.39456534,28,31
"grycat",0.9999788,43,46
"rewbla",0.525644,62,65
"robgro",0.4384968,62,65
"carwre",0.3670659,75,78
"amered",0.46880415,79,82
"norfli",0.91303015,95,98
"yelwar",0.4813568,95,98
"brnthr",0.4187402,96,99
"whbnut",0.8912136,106,109
"rebwoo",0.49692717,106,109
"amerob",0.9845376,110,113
