"species_code","score","start_offset_sec","end_offset_sec"
"whevir",0.99822766,0,3
"chispa",0.6589405,7,10
"leabit",0.585968,9,12
"fiespa",0.3401908,9,12
"bnhcow",0.32383904,9,12
"easblu",0.9782046,10,13
"graspa",0.9907357,13,16
"indbun",0.5909038,16,19
"norcar",0.5255286,19,22
"yebcha",0.5504891,25,28
"brnthr",0.32240567,25,28
"rewbla",0.62968236,28,31
"reevir1",0.9096011,33,36
"carwre",0.891738,38,41
"amegfi",0.83382946,39,42
"amecro",0.9618543,43,46
"comyel",0.99842703,44,47
"norbob",0.9991576,47,50
"whbnut",0.92835647,51,54
"easmea",0.99981415,52,55
"sonspa",0.79468155,56,59
